title,url,image,price,originalPrice,discountPercent,rating,reviewCount,soldCount,location,category,marketplace,affiliateUrl,notes
6 pasang kaos kaki sekolah hitam polos putih telapak hitam SD SMP SMA,https://shopee.co.id/6-pasang-kaos-kaki-sekolah-hitam-polos-putih-telapak-hitam-SD-SMP-SMA-i.1358727491.28361811932,https://down-id.img.susercontent.com/file/id-11134207-7r98u-m0cobw4swffk45.webp,13900,25000,,4.8,6500,10000,,Fashion,shopee,,
6 pasang kaos kaki jempol anak sekolah SD SMP SMA putih telapak hitam,https://shopee.co.id/6-pasang-kaos-kaki-jempol-anak-sekolah-SD-SMP-SMA-putih-telapak-hitam-i.1358727491.27361407531,https://down-id.img.susercontent.com/file/id-11134207-7r98p-m079vtnhxqwu5d@resize_w450_nl.webp,45900,25000,,4.8,6500,10000,,Fashion,shopee,,
Kaos Kaki Sekolah Hitam Putih Anak SD/SMP/SMA,https://shopee.co.id/Kaos-Kaki-Sekolah-Hitam-Putih-Anak-SD-SMP-SMA-i.208981800.5530069910,https://down-id.img.susercontent.com/file/7a2a961b50e5b6a4ba31612893c408d9@resize_w450_nl.webp,5499,25000,,4.8,6500,10000,,Fashion,shopee,,
5 PASANG KAOS KAKI ANAK SEKOLAH SD SMP SMA KOUS HITAM PUTIH LAKI LAKI PEREMPUAN MURAH,https://shopee.co.id/5-PASANG-KAOS-KAKI-ANAK-SEKOLAH-SD-SMP-SMA-KOUS-HITAM-PUTIH-LAKI-LAKI-PEREMPUAN-MURAH-i.1089655212.18885243985,https://down-id.img.susercontent.com/file/id-11134207-7r992-lvil0zbbtaky30@resize_w450_nl.webp,19999,25000,,4.8,6500,10000,,Fashion,shopee,,
"FINI Kaos Kaki Sekolah Putih Tapak Hitam, Hitam Putih Polos, Hitam Pramuka, TK SD SMP SMA, Ukuran Sebetis, Bahan Polyester",https://shopee.co.id/FINI-Kaos-Kaki-Sekolah-Putih-Tapak-Hitam-Hitam-Putih-Polos-Hitam-Pramuka-TK-SD-SMP-SMA-Ukuran-Sebetis-Bahan-Polyester-i.170583687.4243121699,https://down-id.img.susercontent.com/file/id-11134207-7r991-lua4nkm2q7fv55.webp,9000,25000,,4.8,6500,10000,,Fashion,shopee,,
"KAOS KAKI SEKOLAH SD / SMP / SMA (kaos kaki pramuka, kaos kaki hitam, kaos kaki putih)",https://shopee.co.id/KAOS-KAKI-SEKOLAH-SD-SMP-SMA-(kaos-kaki-pramuka-kaos-kaki-hitam-kaos-kaki-putih)-i.377720327.20924694550,https://down-id.img.susercontent.com/file/id-11134207-81ztc-mdzpgho9mc5h99@resize_w450_nl.webp,7699,25000,,4.8,6500,10000,,Fashion,shopee,,
12pasang Kaos Kaki Sekolah TK SD SMP SMA Putih Tapak Hitam Bahan Polyester Ukuran Panjang Sebetis Grosir3K,https://shopee.co.id/12pasang-Kaos-Kaki-Sekolah-TK-SD-SMP-SMA-Putih-Tapak-Hitam-Bahan-Polyester-Ukuran-Panjang-Sebetis-Grosir3K-i.201130058.11344465156,https://down-id.img.susercontent.com/file/id-11134207-7r98t-ll8piy9fiiej44@resize_w450_nl.webp,32500,25000,,4.8,6500,10000,,Fashion,shopee,,
6 PASANG KAOS KAKI SEKOLAH SD SMP SMA PUTIH/HITAM TERMURAH,https://shopee.co.id/6-PASANG-KAOS-KAKI-SEKOLAH-SD-SMP-SMA-PUTIH-HITAM-TERMURAH-i.391432571.26173473177,https://down-id.img.susercontent.com/file/id-11134207-7rasl-m4zu4e4ns8w683@resize_w450_nl.webp,14850,25000,,4.8,6500,10000,,Fashion,shopee,,
Kaos Kaki Sekolah SD SMP DAN SMA - Citra,https://shopee.co.id/Kaos-Kaki-Sekolah-SD-SMP-DAN-SMA-Citra-i.47229430.24926097259,https://down-id.img.susercontent.com/file/id-11134207-81zto-meqmevhe42kgee.webp,12999,25000,,4.8,6500,10000,,Fashion,shopee,,
ZEBALTA - [Paket 6&12 Pasang] Kaos Kaki Anak Sekolah Hitam Putih Sd/Smp/Sma,https://shopee.co.id/ZEBALTA-Paket-6-12-Pasang-Kaos-Kaki-Anak-Sekolah-Hitam-Putih-Sd-Smp-Sma-i.926812753.23423029589,https://down-id.img.susercontent.com/file/id-11134207-822wk-mmwvlgexgxs415@resize_w450_nl.webp,25492,25000,,4.8,6500,10000,,Fashion,shopee,,
"( 6 PASANG ) Kaos Kaki Sekolah Hitam Putih SD,SMP,SMA",https://shopee.co.id/(-6-PASANG-)-Kaos-Kaki-Sekolah-Hitam-Putih-SD-SMP-SMA-i.211945108.19187069463,https://down-id.img.susercontent.com/file/id-11134207-8224x-mkw5cgb0cmbma0@resize_w450_nl.webp,21857,25000,,4.8,6500,10000,,Fashion,shopee,,
"Rightbox, Kaos Kaki Sekolah Rightbox, Full RIB, SD SMP SMA",https://shopee.co.id/Rightbox-Kaos-Kaki-Sekolah-Rightbox-Full-RIB-SD-SMP-SMA-i.76216084.21022203831,https://down-id.img.susercontent.com/file/id-11134207-7r98y-luaoanm2ow5uef@resize_w450_nl.webp,17500,25000,,4.8,6500,10000,,Fashion,shopee,,
"KAOS KAKI ANAK SEKOLAH SD/SMP/SMA (pramuka, hitam polos, putih polos, hitam putih )",https://shopee.co.id/KAOS-KAKI-ANAK-SEKOLAH-SD-SMP-SMA-(pramuka-hitam-polos-putih-polos-hitam-putih-)-i.397755488.10911290925,https://down-id.img.susercontent.com/file/ee55fe61f190c6a7a22b054afd369d19@resize_w450_nl.webp,5250,25000,,4.8,6500,10000,,Fashion,shopee,,
"Rightbox, Kaos Kaki Sekolah SD - SMP - SMA dan Pramuka (High Quality)",https://shopee.co.id/Rightbox-Kaos-Kaki-Sekolah-SD-SMP-SMA-dan-Pramuka-(High-Quality)-i.76216084.1477886793,https://down-id.img.susercontent.com/file/id-11134207-7r98o-luaoanm2hvbma3.webp,13900,25000,,4.8,6500,10000,,Fashion,shopee,,
ZEBALTA - Kaos Kaki Anak Sekolah Premium Hitam Putih Halus Menyerap Keringat,https://shopee.co.id/ZEBALTA-Kaos-Kaki-Anak-Sekolah-Premium-Hitam-Putih-Halus-Menyerap-Keringat-i.926812753.12498216013,https://down-id.img.susercontent.com/file/id-11134207-822wi-mmcm5109mih13a@resize_w450_nl.webp,6900,25000,,4.8,6500,10000,,Fashion,shopee,,
[6 Pasang] Kaos Kaki Sekolah SD SMP SMA Putih Bahan Spandex Nyaman dan Awet,https://shopee.co.id/-6-Pasang-Kaos-Kaki-Sekolah-SD-SMP-SMA-Putih-Bahan-Spandex-Nyaman-dan-Awet-i.42536452.23079509257,https://down-id.img.susercontent.com/file/id-11134207-7r98q-lmxb5mwsh8v863@resize_w450_nl.webp,18499,25000,,4.8,6500,10000,,Fashion,shopee,,
Kaos Kaki Anak Sekolah - SD - SMP - SMA,https://shopee.co.id/Kaos-Kaki-Anak-Sekolah-SD-SMP-SMA-i.12641247.8795853638,https://down-id.img.susercontent.com/file/ded00422621386736a8cfcec6fb2b3dc@resize_w450_nl.webp,4666,25000,,4.8,6500,10000,,Fashion,shopee,,
Kaos Kaki Sekolah Pramuka SD SMP SMA Hitam Putih Polos Kaus Kaki Panjang dan Tebal Anak Murah,https://shopee.co.id/Kaos-Kaki-Sekolah-Pramuka-SD-SMP-SMA-Hitam-Putih-Polos-Kaus-Kaki-Panjang-dan-Tebal-Anak-Murah-i.325735055.15643396975,https://down-id.img.susercontent.com/file/id-11134207-8224q-mi7k3wtep3i82e@resize_w450_nl.webp,7500,25000,,4.8,6500,10000,,Fashion,shopee,,
